data,estacao,linha,n_passageiros
10/06,Cinelândia,1,611567
10/06,Gloria,1,219648
10/06,Catete,1,233325
10/06,Largo do Machado,1,529826
10/06,Flamengo,1,350913
10/06,Botafogo,1,895004
10/06,Cardeal Arcoverde,1,308596
10/06,Siqueira Campos,1,958893
10/06,Sao Cristovao,2,305671
10/06,Maracana,2,122959
10/06,Triagem,2,108514
10/06,Maria da Graca,2,178152
10/06,Del Castilho,2,269685
10/06,Inhauma,2,122709
10/06,Engenho da Rainha,2,121068
10/06,Tomas Coelho,2,57819
10/06,Vicente de Carvalho,2,297821
10/06,Iraja,2,211196
10/06,Colegio,2,140412
10/06,Coelho Neto,2,188952
10/06,Acari/Fazenda Botafogo,2,96496
10/06,Engenheiro Rubens Paiva,2,13399
10/06,Pavuna,2,743824
11/06,Saens Peña,1,994889
11/06,Sao Francisco Xavier,1,240586
11/06,Afonso Pena,1,243669
11/06,Estacio,1,254371
11/06,Praca Onze,1,133926
11/06,Central,1,756149
11/06,Presidente Vargas,1,173351
11/06,Uruguaiana,1,76019
11/06,Carioca,1,910582
11/06,Cinelândia,1,574115
11/06,Gloria,1,206774
11/06,Catete,1,220172
11/06,Largo do Machado,1,498613
11/06,Flamengo,1,328747
11/06,Botafogo,1,839539
11/06,Cardeal Arcoverde,1,304588
11/06,Siqueira Campos,1,917851
11/06,Sao Cristovao,2,288805
11/06,Maracana,2,125759
11/06,Triagem,2,101357
11/06,Maria da Graca,2,177166
11/06,Del Castilho,2,266564
11/06,Inhauma,2,118571
11/06,Engenho da Rainha,2,114266
11/06,Tomas Coelho,2,56175
11/06,Vicente de Carvalho,2,289774
11/06,Iraja,2,203954
11/06,Colegio,2,135669
11/06,Coelho Neto,2,187024
11/06,Acari/Fazenda Botafogo,2,91919
11/06,Engenheiro Rubens Paiva,2,130437
11/06,Pavuna,2,718263
12/06,Saens Peña,1,107326
12/06,Sao Francisco Xavier,1,25108
12/06,Afonso Pena,1,24643
12/06,Estacio,1,265117
12/06,Praca Onze,1,134291
12/06,Central,1,809227
12/06,Presidente Vargas,1,182303
12/06,Uruguaiana,1,839153
12/06,Carioca,1,939886
12/06,Cinelândia,1,561045
12/06,Gloria,1,215739
12/06,Catete,1,225765
12/06,Largo do Machado,1,523715
12/06,Flamengo,1,332501
12/06,Botafogo,1,911506
12/06,Cardeal Arcoverde,1,287303
12/06,Siqueira Campos,1,909285
12/06,Sao Cristovao,2,257956
12/06,Maracana,2,94822
12/06,Triagem,2,99515
12/06,Maria da Graca,2,180438
12/06,Del Castilho,2,293141
12/06,Inhauma,2,122073
12/06,Engenho da Rainha,2,119711
12/06,Tomas Coelho,2,57665
12/06,Vicente de Carvalho,2,309085
12/06,Iraja,2,209202
12/06,Colegio,2,144503
12/06,Coelho Neto,2,20287
12/06,Acari/Fazenda Botafogo,2,97339
12/06,Engenheiro Rubens Paiva,2,137086
12/06,Pavuna,2,771162
01/07,Saens Peña,1,971551
01/07,Sao Francisco Xavier,1,229079
01/07,Afonso Pena,1,226543
01/07,Estacio,1,248036
01/07,Praca Onze,1,123657
01/07,Central,1,76504
01/07,Presidente Vargas,1,152752
01/07,Uruguaiana,1,738048
01/07,Carioca,1,945439
01/07,Cinelândia,1,564052
01/07,Gloria,1,203894
01/07,Catete,1,210859
01/07,Largo do Machado,1,484583
01/07,Flamengo,1,311768
01/07,Botafogo,1,842903
01/07,Cardeal Arcoverde,1,297014
01/07,Siqueira Campos,1,938048
01/07,Sao Cristovao,2,226716
01/07,Maracana,2,100159
01/07,Triagem,2,95326
01/07,Maria da Graca,2,160691
01/07,Del Castilho,2,241444
01/07,Inhauma,2,107953
01/07,Engenho da Rainha,2,107072
01/07,Tomas Coelho,2,51636
01/07,Vicente de Carvalho,2,273886
01/07,Iraja,2,189332
01/07,Colegio,2,131618
01/07,Coelho Neto,2,184722
01/07,Acari/Fazenda Botafogo,2,89164
01/07,Engenheiro Rubens Paiva,2,12731
01/07,Pavuna,2,71545
02/07,Saens Peña,1,901891
02/07,Sao Francisco Xavier,1,226172
02/07,Afonso Pena,1,222465
02/07,Estacio,1,239264
02/07,Praca Onze,1,156299
02/07,Central,1,7671
02/07,Presidente Vargas,1,134128
02/07,Uruguaiana,1,644249
02/07,Carioca,1,834348
02/07,Cinelândia,1,531343
02/07,Gloria,1,190983
02/07,Catete,1,185915
02/07,Largo do Machado,1,469152
02/07,Flamengo,1,291062
02/07,Botafogo,1,745738
02/07,Cardeal Arcoverde,1,34776
02/07,Siqueira Campos,1,903789
02/07,Cantagalo,1,26019
02/07,Sao Cristovao,2,228526
02/07,Maracana,2,89502
02/07,Triagem,2,87657
02/07,Maria da Graca,2,159462
02/07,Del Castilho,2,223069
02/07,Inhauma,2,108359
02/07,Engenho da Rainha,2,104799
02/07,Tomas Coelho,2,49725
02/07,Vicente de Carvalho,2,262278
02/07,Iraja,2,185474
02/07,Colegio,2,126793
02/07,Coelho Neto,2,180977
02/07,Acari/Fazenda Botafogo,2,86392
02/07,Engenheiro Rubens Paiva,2,122633
02/07,Pavuna,2,688043
03/07,Saens Peña,1,1132382
03/07,Sao Francisco Xavier,1,285862
03/07,Afonso Pena,1,293323
03/07,Estacio,1,29132
03/07,Praca Onze,1,16025
03/07,Central,1,920838
03/07,Presidente Vargas,1,188083
03/07,Uruguaiana,1,846078
03/07,Carioca,1,109318
03/07,Cinelândia,1,686139
03/07,Gloria,1,238265
03/07,Catete,1,248878
03/07,Largo do Machado,1,585585
03/07,Flamengo,1,384984
03/07,Botafogo,1,979245
03/07,Cardeal Arcoverde,1,328727
03/07,Siqueira Campos,1,914104
03/07,Cantagalo,1,336362
03/07,Sao Cristovao,2,348482
03/07,Maracana,2,123539
03/07,Triagem,2,118263
03/07,Maria da Graca,2,204613
03/07,Del Castilho,2,306603
03/07,Inhauma,2,130577
03/07,Engenho da Rainha,2,129831
03/07,Tomas Coelho,2,62783
03/07,Vicente de Carvalho,2,326077
03/07,Iraja,2,228134
03/07,Colegio,2,153928
03/07,Coelho Neto,2,211925
03/07,Acari/Fazenda Botafogo,2,103554
03/07,Engenheiro Rubens Paiva,2,150854
03/07,Pavuna,2,822996
04/07,Saens Peña,1,995529
04/07,Sao Francisco Xavier,1,253798
04/07,Afonso Pena,1,255403
04/07,Estacio,1,259081
04/07,Praca Onze,1,13987
04/07,Central,1,839932
04/07,Presidente Vargas,1,164277
04/07,Uruguaiana,1,734398
04/07,Carioca,1,942122
04/07,Cinelândia,1,600446
04/07,Gloria,1,213373
04/07,Catete,1,222257
04/07,Largo do Machado,1,5205
04/07,Flamengo,1,34925
04/07,Botafogo,1,90028
04/07,Cardeal Arcoverde,1,282564
04/07,Siqueira Campos,1,807425
04/07,Cantagalo,1,307845
04/07,Sao Cristovao,2,286431
04/07,Maracana,2,151245
04/07,Triagem,2,102743
04/07,Maria da Graca,2,181275
04/07,Del Castilho,2,27038
04/07,Inhauma,2,114989
04/07,Engenho da Rainha,2,115562
04/07,Tomas Coelho,2,55586
04/07,Vicente de Carvalho,2,293587
04/07,Iraja,2,203544
04/07,Colegio,2,137752
04/07,Coelho Neto,2,19822
04/07,Acari/Fazenda Botafogo,2,91291
04/07,Engenheiro Rubens Paiva,2,13183
04/07,Pavuna,2,719198
05/07,Saens Peña,1,1125352
05/07,Sao Francisco Xavier,1,277689
05/07,Afonso Pena,1,287934
05/07,Estacio,1,291168
05/07,Praca Onze,1,158664
05/07,Central,1,957612
05/07,Presidente Vargas,1,187479
05/07,Uruguaiana,1,857115
05/07,Carioca,1,1102765
05/07,Cinelândia,1,708482
05/07,Gloria,1,240944
05/07,Catete,1,246898
05/07,Largo do Machado,1,5782
05/07,Flamengo,1,38682
05/07,Botafogo,1,983435
05/07,Cardeal Arcoverde,1,300366
05/07,Siqueira Campos,1,912742
05/07,Cantagalo,1,356647
05/07,Sao Cristovao,2,332259
05/07,Maracana,2,174185
05/07,Triagem,2,11545
05/07,Maria da Graca,2,203367
05/07,Del Castilho,2,299864
05/07,Inhauma,2,128476
05/07,Engenho da Rainha,2,130503
05/07,Tomas Coelho,2,61866
05/07,Vicente de Carvalho,2,328424
05/07,Iraja,2,229682
05/07,Colegio,2,155414
05/07,Coelho Neto,2,221373
05/07,Acari/Fazenda Botafogo,2,103106
05/07,Engenheiro Rubens Paiva,2,147745
05/07,Pavuna,2,812971
06/07,Saens Peña,1,1053598
06/07,Sao Francisco Xavier,1,25778
06/07,Afonso Pena,1,262992
06/07,Estacio,1,265492
06/07,Praca Onze,1,139698
06/07,Central,1,904194
06/07,Presidente Vargas,1,170998
06/07,Uruguaiana,1,784203
06/07,Carioca,1,1005631
06/07,Cinelândia,1,62464
06/07,Gloria,1,220534
06/07,Catete,1,229698
06/07,Largo do Machado,1,535584
06/07,Flamengo,1,361329
06/07,Botafogo,1,925863
06/07,Cardeal Arcoverde,1,276492
06/07,Siqueira Campos,1,81738
06/07,Cantagalo,1,354385
06/07,Sao Cristovao,2,306314
06/07,Maracana,2,143947
06/07,Triagem,2,106449
06/07,Maria da Graca,2,185267
06/07,Del Castilho,2,274909
06/07,Inhauma,2,116801
06/07,Engenho da Rainha,2,120525
06/07,Tomas Coelho,2,57349
06/07,Vicente de Carvalho,2,30152
06/07,Iraja,2,208933
06/07,Colegio,2,14208
06/07,Coelho Neto,2,202858
06/07,Acari/Fazenda Botafogo,2,96078
06/07,Engenheiro Rubens Paiva,2,136879
06/07,Pavuna,2,757989
07/07,Saens Peña,1,10912
07/07,Sao Francisco Xavier,1,258917
07/07,Afonso Pena,1,261956
07/07,Estacio,1,277365
07/07,Praca Onze,1,14314
07/07,Central,1,984592
07/07,Presidente Vargas,1,165837
07/07,Uruguaiana,1,840901
07/07,Carioca,1,1071723
07/07,Cinelândia,1,649173
07/07,Gloria,1,231885
07/07,Catete,1,239606
07/07,Largo do Machado,1,554371
07/07,Flamengo,1,371119
07/07,Botafogo,1,988918
07/07,Cardeal Arcoverde,1,341981
07/07,Siqueira Campos,1,915605
07/07,Cantagalo,1,418147
07/07,Sao Cristovao,2,27282
07/07,Maracana,2,245036
07/07,Triagem,2,109101
07/07,Maria da Graca,2,183814
07/07,Del Castilho,2,299115
07/07,Inhauma,2,120483
07/07,Engenho da Rainha,2,120347
07/07,Tomas Coelho,2,5509
07/07,Vicente de Carvalho,2,309466
07/07,Iraja,2,212468
07/07,Colegio,2,145016
07/07,Coelho Neto,2,208441
07/07,Acari/Fazenda Botafogo,2,97807
07/07,Engenheiro Rubens Paiva,2,138293
07/07,Pavuna,2,781067
08/07,Saens Peña,1,1153118
08/07,Sao Francisco Xavier,1,282124
08/07,Afonso Pena,1,288996
08/07,Estacio,1,301667
08/07,Praca Onze,1,15456
08/07,Central,1,1033999
08/07,Presidente Vargas,1,187934
08/07,Uruguaiana,1,88856
08/07,Carioca,1,1136665
08/07,Cinelândia,1,714065
08/07,Gloria,1,247629
08/07,Catete,1,254594
08/07,Largo do Machado,1,577326
08/07,Flamengo,1,395249
08/07,Botafogo,1,1077215
08/07,Cardeal Arcoverde,1,318186
08/07,Siqueira Campos,1,925141
08/07,Cantagalo,1,429196
08/07,Sao Cristovao,2,33713
08/07,Maracana,2,151925
08/07,Triagem,2,119491
08/07,Maria da Graca,2,198831
08/07,Del Castilho,2,312014
08/07,Inhauma,2,127975
08/07,Engenho da Rainha,2,130949
08/07,Tomas Coelho,2,62061
08/07,Vicente de Carvalho,2,325347
08/07,Iraja,2,230228
08/07,Colegio,2,15749
08/07,Coelho Neto,2,215812
08/07,Acari/Fazenda Botafogo,2,104591
08/07,Engenheiro Rubens Paiva,2,149763
08/07,Pavuna,2,827885
09/07,Saens Peña,1,1008483
09/07,Sao Francisco Xavier,1,24702
09/07,Afonso Pena,1,254932
09/07,Estacio,1,260946
09/07,Praca Onze,1,137783
09/07,Central,1,91708
09/07,Presidente Vargas,1,162594
09/07,Uruguaiana,1,738756
09/07,Carioca,1,967261
09/07,Cinelândia,1,612228
09/07,Gloria,1,217648
09/07,Catete,1,23081
09/07,Largo do Machado,1,516589
09/07,Flamengo,1,351073
09/07,Botafogo,1,95531
09/07,Cardeal Arcoverde,1,321211
09/07,Siqueira Campos,1,831974
09/07,Cantagalo,1,383726
09/07,Sao Cristovao,2,298284
09/07,Maracana,2,161941
09/07,Triagem,2,105868
09/07,Maria da Graca,2,183284
09/07,Del Castilho,2,286095
09/07,Inhauma,2,119771
09/07,Engenho da Rainha,2,120279
09/07,Tomas Coelho,2,57896
09/07,Vicente de Carvalho,2,305221
09/07,Iraja,2,215306
09/07,Colegio,2,1448
09/07,Coelho Neto,2,201531
09/07,Acari/Fazenda Botafogo,2,96528
09/07,Engenheiro Rubens Paiva,2,136856
09/07,Pavuna,2,775859
10/07,Saens Peña,1,1122822
10/07,Sao Francisco Xavier,1,278629
10/07,Afonso Pena,1,277444
10/07,Estacio,1,282854
10/07,Praca Onze,1,150396
10/07,Central,1,1062035
10/07,Presidente Vargas,1,181308
10/07,Uruguaiana,1,853775
10/07,Carioca,1,1110607
10/07,Cinelândia,1,713839
10/07,Gloria,1,241292
10/07,Catete,1,2486
10/07,Largo do Machado,1,576667
10/07,Flamengo,1,39001
10/07,Botafogo,1,1111404
10/07,Cardeal Arcoverde,1,344048
10/07,Siqueira Campos,1,943298
10/07,Cantagalo,1,493027
10/07,Sao Cristovao,2,303025
10/07,Maracana,2,17883
10/07,Triagem,2,111901
10/07,Maria da Graca,2,191482
10/07,Del Castilho,2,313151
10/07,Inhauma,2,127844
10/07,Engenho da Rainha,2,124546
10/07,Tomas Coelho,2,59453
10/07,Vicente de Carvalho,2,3314
10/07,Iraja,2,236227
10/07,Colegio,2,156549
10/07,Coelho Neto,2,221328
10/07,Acari/Fazenda Botafogo,2,102493
10/07,Engenheiro Rubens Paiva,2,148181
10/07,Pavuna,2,845747
11/07,Saens Peña,1,998605
11/07,Sao Francisco Xavier,1,243738
11/07,Afonso Pena,1,243769
11/07,Estacio,1,254778
11/07,Praca Onze,1,130266
11/07,Central,1,951065
11/07,Presidente Vargas,1,16308
11/07,Uruguaiana,1,762871
11/07,Carioca,1,945583
11/07,Cinelândia,1,603975
11/07,Gloria,1,212815
11/07,Catete,1,225333
11/07,Largo do Machado,1,50082
11/07,Flamengo,1,342487
11/07,Botafogo,1,958621
11/07,Cardeal Arcoverde,1,284281
11/07,Siqueira Campos,1,818609
11/07,Cantagalo,1,4108
11/07,Sao Cristovao,2,269124
11/07,Maracana,2,132665
11/07,Triagem,2,96384
11/07,Maria da Graca,2,169682
11/07,Del Castilho,2,286829
11/07,Inhauma,2,117239
11/07,Engenho da Rainha,2,112256
11/07,Tomas Coelho,2,51692
11/07,Vicente de Carvalho,2,298585
11/07,Iraja,2,211706
11/07,Colegio,2,140592
11/07,Coelho Neto,2,206573
11/07,Acari/Fazenda Botafogo,2,94417
11/07,Engenheiro Rubens Paiva,2,137552
11/07,Pavuna,2,787585
12/07,Saens Peña,1,965608
12/07,Sao Francisco Xavier,1,250209
12/07,Afonso Pena,1,241163
12/07,Estacio,1,263569
12/07,Praca Onze,1,133141
12/07,Central,1,983243
12/07,Presidente Vargas,1,165286
12/07,Uruguaiana,1,768324
12/07,Carioca,1,925162
12/07,Cinelândia,1,560785
12/07,Gloria,1,220114
12/07,Catete,1,230814
12/07,Largo do Machado,1,520644
12/07,Flamengo,1,336375
12/07,Botafogo,1,938222
12/07,Cardeal Arcoverde,1,333256
12/07,Siqueira Campos,1,844524
12/07,Cantagalo,1,451248
12/07,Sao Cristovao,2,243846
12/07,Maracana,2,103908
12/07,Triagem,2,95742
12/07,Maria da Graca,2,181338
12/07,Del Castilho,2,315196
12/07,Inhauma,2,119691
12/07,Engenho da Rainha,2,118491
12/07,Tomas Coelho,2,54944
12/07,Vicente de Carvalho,2,315283
12/07,Iraja,2,215574
12/07,Colegio,2,148693
12/07,Coelho Neto,2,218623
12/07,Acari/Fazenda Botafogo,2,101779
12/07,Engenheiro Rubens Paiva,2,144185
12/07,Pavuna,2,840358
01/08,Saens Peña,1,920018
01/08,Sao Francisco Xavier,1,239744
01/08,Afonso Pena,1,234777
01/08,Estacio,1,333631
01/08,Praca Onze,1,134161
01/08,Central,1,99335
01/08,Presidente Vargas,1,155542
01/08,Uruguaiana,1,79392
01/08,Carioca,1,100917
01/08,Cinelândia,1,603689
01/08,Gloria,1,220512
01/08,Catete,1,227559
01/08,Largo do Machado,1,513847
01/08,Flamengo,1,335554
01/08,Botafogo,1,967134
01/08,Cardeal Arcoverde,1,356017
01/08,Siqueira Campos,1,852408
01/08,Cantagalo,1,454334
01/08,Sao Cristovao,2,233278
01/08,Maracana,2,90581
01/08,Triagem,2,98429
01/08,Maria da Graca,2,165522
01/08,Del Castilho,2,282937
01/08,Inhauma,2,113557
01/08,Engenho da Rainha,2,11649
01/08,Tomas Coelho,2,53441
01/08,Vicente de Carvalho,2,284235
01/08,Iraja,2,191947
01/08,Colegio,2,143254
01/08,Coelho Neto,2,198038
01/08,Acari/Fazenda Botafogo,2,95792
01/08,Engenheiro Rubens Paiva,2,138494
01/08,Pavuna,2,795306
02/08,Saens Peña,1,940155
02/08,Sao Francisco Xavier,1,248065
02/08,Afonso Pena,1,234679
02/08,Estacio,1,252712
02/08,Praca Onze,1,160999
02/08,Central,1,983332
02/08,Presidente Vargas,1,139834
02/08,Uruguaiana,1,688233
02/08,Carioca,1,930353
02/08,Cinelândia,1,601637
02/08,Gloria,1,212357
02/08,Catete,1,20748
02/08,Largo do Machado,1,499856
02/08,Flamengo,1,332371
02/08,Botafogo,1,914629
02/08,Cardeal Arcoverde,1,321396
02/08,Siqueira Campos,1,807169
02/08,Cantagalo,1,440308
02/08,Sao Cristovao,2,248203
02/08,Maracana,2,106805
02/08,Triagem,2,91187
02/08,Maria da Graca,2,164567
02/08,Del Castilho,2,268051
02/08,Inhauma,2,110636
02/08,Engenho da Rainha,2,108413
02/08,Tomas Coelho,2,49891
02/08,Vicente de Carvalho,2,277369
02/08,Iraja,2,201821
02/08,Colegio,2,136136
02/08,Coelho Neto,2,195119
02/08,Acari/Fazenda Botafogo,2,90212
02/08,Engenheiro Rubens Paiva,2,128098
02/08,Pavuna,2,745951
03/08,Saens Peña,1,1014158
03/08,Sao Francisco Xavier,1,267903
03/08,Afonso Pena,1,258618
03/08,Estacio,1,267171
03/08,Praca Onze,1,138756
03/08,Central,1,1023912
03/08,Presidente Vargas,1,165578
03/08,Uruguaiana,1,772155
03/08,Carioca,1,1013909
03/08,Cinelândia,1,629251
03/08,Gloria,1,226016
03/08,Catete,1,237358
03/08,Largo do Machado,1,528675
03/08,Flamengo,1,365669
03/08,Botafogo,1,1008801
03/08,Cardeal Arcoverde,1,30557
03/08,Siqueira Campos,1,827004
03/08,Cantagalo,1,445489
03/08,Sao Cristovao,2,303977
03/08,Maracana,2,135794
03/08,Triagem,2,102782
03/08,Maria da Graca,2,179517
03/08,Del Castilho,2,318014
03/08,Inhauma,2,120032
03/08,Engenho da Rainha,2,118578
03/08,Tomas Coelho,2,55471
03/08,Vicente de Carvalho,2,303663
03/08,Iraja,2,216439
03/08,Colegio,2,148986
03/08,Coelho Neto,2,210251
03/08,Acari/Fazenda Botafogo,2,100401
03/08,Engenheiro Rubens Paiva,2,139189
03/08,Pavuna,2,827721
04/08,Saens Peña,1,1003652
04/08,Sao Francisco Xavier,1,258568
04/08,Afonso Pena,1,256438
04/08,Estacio,1,266628
04/08,Praca Onze,1,136776
04/08,Central,1,1024744
04/08,Presidente Vargas,1,166966
04/08,Uruguaiana,1,770811
04/08,Carioca,1,99946
04/08,Cinelândia,1,645284
04/08,Gloria,1,218926
04/08,Catete,1,230587
04/08,Largo do Machado,1,510988
04/08,Flamengo,1,36105
04/08,Botafogo,1,1018029
04/08,Cardeal Arcoverde,1,282671
04/08,Siqueira Campos,1,801496
04/08,Cantagalo,1,431766
04/08,Sao Cristovao,2,299638
04/08,Maracana,2,154799
04/08,Triagem,2,101647
04/08,Maria da Graca,2,175599
04/08,Del Castilho,2,308222
04/08,Inhauma,2,11738
04/08,Engenho da Rainha,2,117367
04/08,Tomas Coelho,2,54858
04/08,Vicente de Carvalho,2,29868
04/08,Iraja,2,216062
04/08,Colegio,2,146708
04/08,Coelho Neto,2,206847
04/08,Acari/Fazenda Botafogo,2,98062
04/08,Engenheiro Rubens Paiva,2,137566
04/08,Pavuna,2,793791
05/08,Saens Peña,1,1018018
05/08,Sao Francisco Xavier,1,256713
05/08,Afonso Pena,1,262927
05/08,Estacio,1,277482
05/08,Praca Onze,1,137018
05/08,Central,1,1021323
05/08,Presidente Vargas,1,164589
05/08,Uruguaiana,1,7884
05/08,Carioca,1,1003188
05/08,Cinelândia,1,647252
05/08,Gloria,1,215066
05/08,Catete,1,236328
05/08,Largo do Machado,1,518322
05/08,Flamengo,1,36515
05/08,Botafogo,1,1034392
05/08,Cardeal Arcoverde,1,287862
05/08,Siqueira Campos,1,798536
05/08,Cantagalo,1,448283
05/08,Sao Cristovao,2,292632
05/08,Maracana,2,150111
05/08,Triagem,2,99839
05/08,Maria da Graca,2,176184
05/08,Del Castilho,2,312807
05/08,Inhauma,2,118564
05/08,Engenho da Rainha,2,118612
05/08,Tomas Coelho,2,56094
05/08,Vicente de Carvalho,2,300605
05/08,Iraja,2,219819
05/08,Colegio,2,149078
05/08,Coelho Neto,2,207113
05/08,Acari/Fazenda Botafogo,2,100139
05/08,Engenheiro Rubens Paiva,2,137344
05/08,Pavuna,2,801151
06/08,Saens Peña,1,1044055
06/08,Sao Francisco Xavier,1,264251
06/08,Afonso Pena,1,266617
06/08,Estacio,1,288164
06/08,Praca Onze,1,14673
06/08,Central,1,1060408
06/08,Presidente Vargas,1,172094
06/08,Uruguaiana,1,816673
06/08,Carioca,1,106866
06/08,Cinelândia,1,665408
06/08,Gloria,1,217943
06/08,Catete,1,238802
06/08,Largo do Machado,1,531649
06/08,Flamengo,1,372442
06/08,Botafogo,1,1062878
06/08,Cardeal Arcoverde,1,283902
06/08,Siqueira Campos,1,801166
06/08,Cantagalo,1,472466
06/08,Sao Cristovao,2,299849
06/08,Maracana,2,140437
06/08,Triagem,2,108458
06/08,Maria da Graca,2,176602
06/08,Del Castilho,2,318187
06/08,Inhauma,2,119684
06/08,Engenho da Rainha,2,119999
06/08,Tomas Coelho,2,56843
06/08,Vicente de Carvalho,2,307947
06/08,Iraja,2,223755
06/08,Colegio,2,151407
06/08,Coelho Neto,2,208369
06/08,Acari/Fazenda Botafogo,2,101432
06/08,Engenheiro Rubens Paiva,2,142251
06/08,Pavuna,2,823668
07/08,Saens Peña,1,1090106
07/08,Sao Francisco Xavier,1,269066
07/08,Afonso Pena,1,264678
07/08,Estacio,1,294027
07/08,Praca Onze,1,145811
07/08,Central,1,1116912
07/08,Presidente Vargas,1,165216
07/08,Uruguaiana,1,85405
07/08,Carioca,1,1112842
07/08,Cinelândia,1,684948
07/08,Gloria,1,226616
07/08,Catete,1,246186
07/08,Largo do Machado,1,550732
07/08,Flamengo,1,37866
07/08,Botafogo,1,1077886
07/08,Cardeal Arcoverde,1,308343
07/08,Siqueira Campos,1,861871
07/08,Cantagalo,1,480314
07/08,Sao Cristovao,2,271944
07/08,Maracana,2,1492
07/08,Triagem,2,115616
07/08,Maria da Graca,2,179553
07/08,Del Castilho,2,324416
07/08,Inhauma,2,124507
07/08,Engenho da Rainha,2,123831
07/08,Tomas Coelho,2,5908
07/08,Vicente de Carvalho,2,318897
07/08,Iraja,2,217506
07/08,Colegio,2,157014
07/08,Coelho Neto,2,21758
07/08,Acari/Fazenda Botafogo,2,105395
07/08,Engenheiro Rubens Paiva,2,146149
07/08,Pavuna,2,863152
08/08,Saens Peña,1,1040339
08/08,Sao Francisco Xavier,1,260663
08/08,Afonso Pena,1,258585
08/08,Estacio,1,278305
08/08,Praca Onze,1,152687
08/08,Central,1,1064427
08/08,Presidente Vargas,1,162313
08/08,Uruguaiana,1,795435
08/08,Carioca,1,1033041
08/08,Cinelândia,1,661617
08/08,Gloria,1,221126
08/08,Catete,1,244169
08/08,Largo do Machado,1,533181
08/08,Flamengo,1,374719
08/08,Botafogo,1,1066335
08/08,Cardeal Arcoverde,1,30172
08/08,Siqueira Campos,1,828695
08/08,Cantagalo,1,456906
08/08,Sao Cristovao,2,293019
08/08,Maracana,2,130786
08/08,Triagem,2,113317
08/08,Maria da Graca,2,17827
08/08,Del Castilho,2,330657
08/08,Inhauma,2,119687
08/08,Engenho da Rainha,2,122412
08/08,Tomas Coelho,2,57408
08/08,Vicente de Carvalho,2,314722
08/08,Iraja,2,225188
08/08,Colegio,2,148816
08/08,Coelho Neto,2,208744
08/08,Acari/Fazenda Botafogo,2,103046
08/08,Engenheiro Rubens Paiva,2,143081
08/08,Pavuna,2,840231
09/08,Saens Peña,1,1049501
09/08,Sao Francisco Xavier,1,267616
